run,date,hrs_after_incubation,pipe_nr,treatment,tinytag,minute,ppm
2,10/24/2025,48,21,SCW,E,ppm_4,850
2,10/24/2025,48,21,SCW,E,ppm_5,868
2,10/24/2025,48,21,SCW,E,ppm_6,887
2,10/24/2025,48,24,SUD,F,ppm _room,733
2,10/24/2025,48,24,SUD,F,ppm_0,729
2,10/24/2025,48,24,SUD,F,ppm_1,756
2,10/24/2025,48,24,SUD,F,ppm_2,776
2,10/24/2025,48,24,SUD,F,ppm_3,793
2,10/24/2025,48,24,SUD,F,ppm_4,810
2,10/24/2025,48,24,SUD,F,ppm_5,825
2,10/24/2025,48,24,SUD,F,ppm_6,840
2,10/24/2025,48,18,BUW,G,ppm _room,717
2,10/24/2025,48,18,BUW,G,ppm_0,725
2,10/24/2025,48,18,BUW,G,ppm_1,739
2,10/24/2025,48,18,BUW,G,ppm_2,750
2,10/24/2025,48,18,BUW,G,ppm_3,761
2,10/24/2025,48,18,BUW,G,ppm_4,771
2,10/24/2025,48,18,BUW,G,ppm_5,781
2,10/24/2025,48,18,BUW,G,ppm_6,790
2,10/24/2025,48,23,SUW,H,ppm _room,803
2,10/24/2025,48,23,SUW,H,ppm_0,854
2,10/24/2025,48,23,SUW,H,ppm_1,880
2,10/24/2025,48,23,SUW,H,ppm_2,903
2,10/24/2025,48,23,SUW,H,ppm_3,926
2,10/24/2025,48,23,SUW,H,ppm_4,948
