nr,run,tt,treatment,aboveground,tray,placement,3-4 mg,comment,Sample Number,Name,Height (nA),N15,Height (nA),13C,Weight,PEAnA,PEA15N,PEAnA,PEA13C,gnsnSTD N weight,gnsnSTD C weight,1nA to x mgN STD,1nA to x mgC STD,mg N in sample,mg C in sample,%N,%C,C/N,d15Nkorr,d13Ckorr,Nat abun (15N),δ15Nkorr,atom% (15N),APE%,N pr DW,15N pr DW,15N pr N ,Nat abun (13C),δ13Ckorr,atom% (13C),APE%,C pr DW,13C pr DW  ,13C pr C 
nr,run,tt,treatment,aboveground,tray,placement,3-4 mg,comment,Sample Number,Name,Height (nA),N15,Height (nA),13C,,,,,,,,,,,,,,,,,(ATM%),(δ),(% of N),(% excess),(mgN/g DW),(μg/g DW),(μg/g N),(ATM%),(δ),(% of C),(% excess),(mg/g DW),(μg/g DW),(μg/g C)
94,3,E,SCD,bryophyte,1,H7,3.178,,476,EliseLabAboveTray1_91.raw,2.4805405,-1.762514399,3.85521925,-28.91072086,3.178,7.00356725,1.916645833,4.547090906,-25.93020408,2.751375,2.751375,0.011078465,0.278399457,0.027480581,1.073290944,0.864713066,33.77252814,39.05634074,-1.699160231,-29.01051677,0.366,-1.699160231,0.365633603,-0.000366397,8.647130659,-0.031682796,-3.663966382,1.077,-29.01051677,1.079324365,0.002324365,337.7252814,7.849967013,23.24364637
95,3,F,SUD,bryophyte,1,H8,3.337,,477,EliseLabAboveTray1_92.raw,3.01354775,26.39146338,4.232051,-28.41455607,3.337,7.00356725,1.916645833,4.547090906,-25.93020408,2.751375,2.751375,0.011078465,0.278399457,0.033385483,1.178200699,1.000463992,35.30718306,35.2908084,26.45481755,-28.51435199,0.366,26.45481755,0.375906403,0.009906403,10.00463992,0.991099938,99.06402881,1.077,-28.51435199,1.079869932,0.002869932,353.0718306,10.13292008,28.69931612
96,3,G,BUW,bryophyte,1,H9,3.279,,478,EliseLabAboveTray1_93.raw,4.2352745,543.8321956,4.2778885,-19.57226218,3.279,7.00356725,1.916645833,4.547090906,-25.93020408,2.751375,2.751375,0.011078465,0.278399457,0.046920341,1.190961834,1.430934447,36.32088545,25.38263407,543.8955497,-19.67205809,0.366,543.8955497,0.56433321,0.19833321,14.30934447,28.38018221,1983.332099,1.077,-19.67205809,1.089591627,0.012591627,363.2088545,45.73390345,125.916268
97,3,H,SCW,bryophyte,1,H10,3.027,,479,EliseLabAboveTray1_94.raw,3.19636425,-0.994428863,3.986405,-28.19957421,3.027,7.00356725,1.916645833,4.547090906,-25.93020408,2.751375,2.751375,0.011078465,0.278399457,0.03541081,1.109812986,1.169831834,36.66379207,31.34107911,-0.931074696,-28.29937013,0.366,-0.931074696,0.36591389,-8.61E-05,11.69831834,-0.010073437,-0.861101293,1.077,-28.29937013,1.080106317,0.003106317,366.6379207,11.38893583,31.06316937
98,3,A,BCD,graminoid,1,H11,3.347,,480,EliseLabAboveTray1_95.raw,4.286051,0.474308977,4.5091175,-30.17055763,3.347,7.00356725,1.916645833,4.547090906,-25.93020408,2.751375,2.751375,0.011078465,0.278399457,0.047482866,1.255335862,1.418669441,37.50630002,26.43765978,0.537663144,-30.27035354,0.366,0.537663144,0.366449851,0.000449851,14.18669441,0.063818994,4.498510497,1.077,-30.27035354,1.077939061,0.000939061,375.0630002,3.522071369,9.390612687
99,3,B,BCW,graminoid,1,H12,3.864,,481,EliseLabAboveTray1_96.raw,4.7673725,1.443833817,5.0956005,-29.16258725,3.864,7.00356725,1.916645833,4.547090906,-25.93020408,2.751375,2.751375,0.011078465,0.278399457,0.05281517,1.41861241,1.366852216,36.7135717,26.85994233,1.507187984,-29.26238317,0.366,1.507187984,0.36680364,0.00080364,13.66852216,0.109845694,8.036398755,1.077,-29.26238317,1.079047418,0.002047418,367.135717,7.516803037,20.47418077
,,,,,,,,PEACH,482,peach 3212u.raw,8.1557245,1.947917961,5.1347245,-25.91530609,3.212,7.00356725,1.916645833,4.547090906,-25.93020408,2.751375,2.751375,0.011078465,0.278399457,0.090352909,1.429504511,2.812979727,44.50512175,15.82134465,2.011272129,-26.015102,0.366,2.011272129,0.366987584,0.000987584,28.12979727,0.27780537,9.875839765,1.077,-26.015102,1.082617936,0.005617936,445.0512175,25.00269115,56.17935682
100,3,C,BUD,graminoid,2,A1,3.418,,487,EliseLabAboveTray2_1.raw,7.039958,38.3849344,4.86157,-28.85181479,3.418,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.08026895,1.334628463,2.348418656,39.04705861,16.62695811,38.19898307,-29.35672112,0.366,38.19898307,0.380190978,0.014190978,23.48418656,3.332635731,141.9097793,1.077,-29.35672112,1.078943686,0.001943686,390.4705861,7.589521373,19.43685809
101,3,D,SUW,graminoid,2,A2,3.052,,488,EliseLabAboveTray2_2.raw,2.846878,13.71181465,4.315325,-29.57102143,3.052,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.03245984,1.184669885,1.063559617,38.81618235,36.49648005,13.52586332,-30.07592776,0.366,13.52586332,0.37118916,0.00518916,10.63559617,0.551898111,51.89160082,1.077,-30.07592776,1.078152852,0.001152852,388.1618235,4.47493275,11.52852362
102,3,E,SCD,graminoid,2,A3,3.392,,489,EliseLabAboveTray2_3.raw,2.53979775,-0.658452281,4.6787365,-28.84922033,3.392,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.028958539,1.284435873,0.853730511,37.86662361,44.35430518,-0.844403604,-29.35412666,0.366,-0.844403604,0.365945517,-5.45E-05,8.537305105,-0.004651344,-0.54482582,1.077,-29.35412666,1.078946539,0.001946539,378.6662361,7.370884588,19.46538636
103,3,F,SUD,graminoid,2,A4,3.192,,490,EliseLabAboveTray2_4.raw,3.76694625,66.83388742,4.57965,-27.17384756,3.192,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.042950373,1.25723403,1.34556305,39.38703101,29.27178404,66.64793609,-27.67875389,0.366,66.64793609,0.390568364,0.024568364,13.4556305,3.305828227,245.6836361,1.077,-27.67875389,1.080788715,0.003788715,393.8703101,14.9226236,37.8871502
104,3,G,BUW,graminoid,2,A5,3.58,,491,EliseLabAboveTray2_5.raw,5.631663,202.4061719,4.981745,-26.15110846,3.58,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.0642117,1.367619653,1.793622916,38.20166627,21.29860515,202.2202206,-26.65601479,0.366,202.2202206,0.439991671,0.073991671,17.93622916,13.27131563,739.9167081,1.077,-26.65601479,1.081913246,0.004913246,382.0166627,18.76942008,49.13246439
105,3,H,SCW,graminoid,2,A6,3.832,,492,EliseLabAboveTray2_6.raw,3.93738075,-0.416023182,4.78089,-28.99349616,3.832,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.044893651,1.312479688,1.171546215,34.25051377,29.23530744,-0.601974506,-29.4984025,0.366,-0.601974506,0.366033983,3.40E-05,11.71546215,0.003981293,0.339832307,1.077,-29.4984025,1.078787895,0.001787895,342.5051377,6.12363288,17.8789519
106,3,B,BCW,salix_stem,2,A7,3.653,,493,EliseLabAboveTray2_7.raw,7.234459,-1.563236451,5.6723015,-29.6755463,3.653,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.082486632,1.557195522,2.258051795,42.62785443,18.87815617,-1.749187774,-30.18045263,0.366,-1.749187774,0.365615347,-0.000384653,22.58051795,-0.086856534,-3.846525313,1.077,-30.18045263,1.078037917,0.001037917,426.2785443,4.424416031,10.3791666
107,3,D,SUW,salix_stem,2,A8,3.196,,494,EliseLabAboveTray2_8.raw,5.898055,-2.643145874,5.3166705,-31.08772305,3.196,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.067249077,1.459565486,2.104163871,45.66850707,21.70387378,-2.829097198,-31.59262938,0.366,-2.829097198,0.365221269,-0.000778731,21.04163871,-0.163857827,-7.787312996,1.077,-31.59262938,1.076485059,-0.000514941,456.6850707,-2.351659478,-5.149411768
108,3,E,SCD,salix_stem,2,A9,3.383,,495,EliseLabAboveTray2_9.raw,4.913588,-4.127822976,5.5345615,-30.20540716,3.383,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.056024276,1.51938228,1.65605308,44.91227549,27.12007003,-4.313774299,-30.71031349,0.366,-4.313774299,0.364679478,-0.001320522,16.5605308,-0.218685504,-13.20522311,1.077,-30.71031349,1.077455277,0.000455277,449.1227549,2.044751544,4.552767638
109,3,F,SUD,salix_stem,2,A10,3.49,,496,EliseLabAboveTray2_10.raw,4.17867475,4.468394575,5.701774,-29.62563213,3.49,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.047644863,1.565286496,1.365182316,44.85061594,32.85320608,4.282443252,-30.13053846,0.366,4.282443252,0.367816343,0.001816343,13.65182316,0.247963934,18.16343002,1.077,-30.13053846,1.078092802,0.001092802,448.5061594,4.901286015,10.92802387
110,3,G,BUW,salix_stem,2,A11,3.371,,497,EliseLabAboveTray2_11.raw,7.155197,40.55429388,5.3572425,-29.31361919,3.371,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.081582894,1.470703564,2.420139248,43.62810929,18.02710704,40.36834256,-29.81852552,0.366,40.36834256,0.380982376,0.014982376,24.20139248,3.62594362,149.82376,1.077,-29.81852552,1.078435891,0.001435891,436.2810929,6.264521417,14.35891108
111,3,H,SCW,salix_stem,2,A12,3.69,,498,EliseLabAboveTray2_12.raw,7.080696,-4.335196812,5.8314085,-29.40459599,3.69,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.080733441,1.600874566,2.187898118,43.38413459,19.8291384,-4.521148135,-29.90950232,0.366,-4.521148135,0.364603802,-0.001396198,21.87898118,-0.3054739,-13.9619801,1.077,-29.90950232,1.078335853,0.001335853,433.8413459,5.795484684,13.35853472
,,,,,,,,PEACH,499,peach 2551u.raw,6.474374,1.918307882,4.273432,-25.83577058,2.551,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.073820213,1.173169158,2.893775508,45.9885989,15.8922483,1.732356559,-26.34067691,0.366,1.732356559,0.366885806,0.000885806,28.93775508,0.256332275,8.858056683,1.077,-26.34067691,1.082259964,0.005259964,459.885989,24.18983961,52.59964467
112,3,B,BCW,salix_leaf,2,B1,3.64,,500,EliseLabAboveTray2_13.raw,7.1910965,-1.386009604,5.654703,-30.34467058,3.64,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.081992217,1.552364272,2.25253343,42.64737012,18.93306868,-1.571960927,-30.84957691,0.366,-1.571960927,0.365680021,-0.00031998,22.5253343,-0.072076452,-3.199794999,1.077,-30.84957691,1.07730214,0.00030214,426.4737012,1.288548833,3.021402795
113,3,D,SUW,salix_leaf,2,B2,3.587,,501,EliseLabAboveTray2_14.raw,5.387745,-3.304659416,5.655016,-31.73862378,3.587,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.06143057,1.552450199,1.712589069,43.27990519,25.27162293,-3.490610739,-32.24353011,0.366,-3.490610739,0.364979869,-0.001020131,17.12589069,-0.174706566,-10.20131271,1.077,-32.24353011,1.075769299,-0.001230701,432.7990519,-5.326462589,-12.30701076
114,3,E,SCD,salix_leaf,2,B3,3.248,,502,EliseLabAboveTray2_15.raw,4.15389775,-4.194943721,5.293539,-30.27875617,3.248,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.047362358,1.453215283,1.45820067,44.74184983,30.68291681,-4.380895044,-30.7836625,0.366,-4.380895044,0.364654984,-0.001345016,14.5820067,-0.196130363,-13.45016273,1.077,-30.7836625,1.077374621,0.000374621,447.4184983,1.676123523,3.746209709
115,3,F,SUD,salix_leaf,2,B4,3.235,,503,EliseLabAboveTray2_16.raw,4.4029425,7.460560765,5.291169,-30.10765871,3.235,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.050201943,1.452564655,1.551837494,44.90153495,28.93443103,7.274609441,-30.61256504,0.366,7.274609441,0.368908175,0.002908175,15.51837494,0.451301475,29.08174835,1.077,-30.61256504,1.077562762,0.000562762,449.0153495,2.52688946,5.627623783
116,3,G,BUW,salix_leaf,2,B5,3.291,,504,EliseLabAboveTray2_17.raw,6.4931325,0.923525931,5.1248085,-31.37564602,3.291,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.074034096,1.406894335,2.249592704,42.74975191,19.00332972,0.737574608,-31.88055235,0.366,0.737574608,0.366522801,0.000522801,22.49592704,0.117608897,5.228008478,1.077,-31.88055235,1.076168447,-0.000831553,427.4975191,-3.554868565,-8.315530281
117,3,H,SCW,salix_leaf,2,B6,3.295,,505,EliseLabAboveTray2_18.raw,4.368253,-4.421486575,5.249627,-30.34818675,3.295,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.049806416,1.441160287,1.511575614,43.73779323,28.93523343,-4.607437899,-30.85309308,0.366,-4.607437899,0.364572313,-0.001427687,15.11575614,-0.215805724,-14.27687253,1.077,-30.85309308,1.077298274,0.000298274,437.3779323,1.3045839,2.982738276
118,4,A,BCW,equisetum,2,B7,3.46,,506,EliseLabAboveTray2_19.raw,5.2344555,1.792803932,4.8412145,-25.22050493,3.46,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.059682777,1.329040345,1.724935758,38.41157066,22.26840651,1.606852608,-25.72541127,0.366,1.606852608,0.366840008,0.000840008,17.24935758,0.144896036,8.400083014,1.077,-25.72541127,1.08293645,0.00593645,384.1157066,22.80283646,59.36449894
119,4,B,SCW,equisetum,2,B8,3.701,,507,EliseLabAboveTray2_20.raw,6.4929095,1.126034302,4.3653185,-27.9496118,3.701,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.074031553,1.198394412,2.000312166,32.38028674,16.18761675,0.940082979,-28.45451813,0.366,0.940082979,0.366596698,0.000596698,20.00312166,0.119358262,5.966981757,1.077,-28.45451813,1.079935723,0.002935723,323.8028674,9.505953979,29.35722607
120,4,C,BCD,equisetum,2,B9,3.688,,508,EliseLabAboveTray2_21.raw,7.648897,2.456464116,4.7516265,-26.45718422,3.688,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.087212016,1.304446089,2.36475097,35.37001327,14.95718311,2.270512792,-26.96209055,0.366,2.270512792,0.367082183,0.001082183,23.6475097,0.255909231,10.82182583,1.077,-26.96209055,1.08157671,0.00457671,353.7001327,16.18782903,45.76709913
121,4,D,SUD,equisetum,2,B10,3.25,,509,EliseLabAboveTray2_22.raw,4.3723855,2.496947222,4.2761125,-27.86149493,3.25,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.049853535,1.173905026,1.533954919,36.12015463,23.54707703,2.310995899,-28.36640126,0.366,2.310995899,0.367096955,0.001096955,15.33954919,0.16826797,10.96955116,1.077,-28.36640126,1.080032612,0.003032612,361.2015463,10.95384268,30.32612345
122,4,E,BUW,equisetum,2,B11,3.485,,510,EliseLabAboveTray2_23.raw,4.2801845,1.979241253,4.3882015,-25.76667957,3.485,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.048802268,1.204676396,1.400352011,34.5674719,24.68484469,1.79328993,-26.2715859,0.366,1.79328993,0.366908041,0.000908041,14.00352011,0.127157664,9.080407137,1.077,-26.2715859,1.082335931,0.005335931,345.674719,18.44496306,53.35930586
123,4,F,SUW,equisetum,2,B12,3.457,,511,EliseLabAboveTray2_24.raw,8.643446,1.263296197,4.9417065,-26.48894608,3.457,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.098551771,1.356628034,2.850788876,39.24292839,13.76563825,1.077344874,-26.99385242,0.366,1.077344874,0.366646786,0.000646786,28.50788876,0.184385133,6.467863505,1.077,-26.99385242,1.081541787,0.004541787,392.4292839,17.82330206,45.41786964
,,,,,,,,PEACH,512,peach 2256u.raw,5.666665,1.874294508,3.84677825,-25.82568182,2.256,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.06461079,1.056041514,2.863953455,46.81035081,16.34466186,1.688343184,-26.33058815,0.366,1.688343184,0.366869745,0.000869745,28.63953455,0.249090877,8.697448506,1.077,-26.33058815,1.082271057,0.005271057,468.1035081,24.67400341,52.71057145
124,4,G,BUD,equisetum,2,C1,3.3,,513,EliseLabAboveTray2_25.raw,7.0953685,27.7748362,4.5502905,-24.58427376,3.3,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.080900735,1.249174077,2.451537426,37.85375991,15.44082481,27.58888487,-25.0891801,0.366,27.58888487,0.376320156,0.010320156,24.51537426,2.530024873,103.2015602,1.077,-25.0891801,1.083635977,0.006635977,378.5375991,25.11966884,66.35977217
125,4,H,SCD,equisetum,2,C2,3.174,,514,EliseLabAboveTray2_26.raw,5.222687,2.476331137,3.65332375,-28.27232284,3.174,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.059548594,1.002933181,1.876137173,31.59839888,16.8422647,2.290379813,-28.77722917,0.366,2.290379813,0.367089432,0.001089432,18.76137173,0.204392421,10.89432181,1.077,-28.77722917,1.079580881,0.002580881,315.9839888,8.155170725,25.80880998
126,4,A,BCW,bryophyte,2,C3,3.321,,515,EliseLabAboveTray2_27.raw,3.37205075,-0.400161258,4.3202565,-28.1288268,3.321,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.038447811,1.186023711,1.157717874,35.71284888,30.84762676,-0.586112582,-28.63373314,0.366,-0.586112582,0.366039771,3.98E-05,11.57717874,0.004604414,0.39771466,1.077,-28.63373314,1.079738664,0.002738664,357.1284888,9.780550986,27.38664456
127,4,B,SCW,bryophyte,2,C4,3.537,,516,EliseLabAboveTray2_28.raw,3.29056475,-1.471438379,4.808492,-29.34108056,3.537,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.037518715,1.32005716,1.06074964,37.32137858,35.18396534,-1.657389703,-29.8459869,0.366,-1.657389703,0.365648846,-0.000351154,10.6074964,-0.037248635,-3.511538739,1.077,-29.8459869,1.078405695,0.001405695,373.2137858,5.246246556,14.0569474
128,4,C,BCD,bryophyte,2,C5,3.175,,517,EliseLabAboveTray2_29.raw,3.8110945,-0.17965289,4.33226,-27.84650525,3.175,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.043453747,1.189318987,1.368621947,37.45886573,27.36976841,-0.365604214,-28.35141158,0.366,-0.365604214,0.366120238,0.000120238,13.68621947,0.016456029,1.202379477,1.077,-28.35141158,1.080049094,0.003049094,374.5886573,11.42156167,30.49094373
129,4,D,SUD,bryophyte,2,C6,3.576,,518,EliseLabAboveTray2_30.raw,3.34929425,26.63332057,4.4610855,-27.99072701,3.576,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.038188343,1.224684965,1.067906686,34.24734243,32.06960202,26.44736924,-28.49563334,0.366,26.44736924,0.375903685,0.009903685,10.67906686,1.057621189,99.03685431,1.077,-28.49563334,1.079890514,0.002890514,342.4734243,9.899241985,28.90513916
130,4,E,BUW,bryophyte,2,C7,3.866,,519,EliseLabAboveTray2_31.raw,4.2489815,133.0677326,4.3125075,-26.43496561,3.866,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.048446494,1.183896408,1.253142625,30.62329042,24.43719479,132.8817813,-26.93987194,0.366,132.8817813,0.414720251,0.048720251,12.53142625,6.105342362,487.2025133,1.077,-26.93987194,1.08160114,0.00460114,306.2329042,14.09020405,46.01139803
131,4,F,SUW,bryophyte,2,C8,3.318,,520,EliseLabAboveTray2_32.raw,3.32621375,148.3082807,4.2710205,-26.94049706,3.318,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.037925181,1.172507138,1.143013302,35.33776787,30.91632249,148.1223293,-27.44540339,0.366,148.1223293,0.420275994,0.054275994,11.43013302,6.203818361,542.7599441,1.077,-27.44540339,1.081045293,0.004045293,353.3776787,14.29516232,40.45292948
132,4,G,BUD,bryophyte,2,C9,3.832,,521,EliseLabAboveTray2_33.raw,3.89669875,10.37426343,4.435143,-28.28115672,3.832,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.044429799,1.217563069,1.159441507,31.77356651,27.40419962,10.18831211,-28.78606305,0.366,10.18831211,0.369971353,0.003971353,11.59441507,0.460455103,39.71352585,1.077,-28.78606305,1.079571168,0.002571168,317.7356651,8.169516275,25.71167537
133,4,H,SCD,bryophyte,2,C10,3.674,,522,EliseLabAboveTray2_34.raw,4.678491,-0.333427507,4.843358,-28.65793136,3.674,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.053343721,1.329628792,1.451924917,36.19022297,24.92568489,-0.51937883,-29.16283769,0.366,-0.51937883,0.366064124,6.41E-05,14.51924917,0.009310255,0.641235269,1.077,-29.16283769,1.079156876,0.002156876,361.9022297,7.805783092,21.56876209
134,4,A,BCW,graminoid,2,C11,3.393,,523,EliseLabAboveTray2_35.raw,4.5119435,0.499674806,4.573757,-29.06916572,3.393,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.051444762,1.255616247,1.516202837,37.0060786,24.40707648,0.313723482,-29.57407205,0.366,0.313723482,0.366368133,0.000368133,15.16202837,0.055816427,3.681329822,1.077,-29.57407205,1.07870469,0.00170469,370.060786,6.308388938,17.04689926
135,4,B,SCW,graminoid,2,C12,3.513,,524,EliseLabAboveTray2_36.raw,3.55313275,-0.142474962,4.723582,-29.10682838,3.513,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.040512491,1.296747139,1.153216362,36.91281351,32.00857594,-0.328426285,-29.61173471,0.366,-0.328426285,0.366133805,0.000133805,11.53216362,0.015430573,1.338046633,1.077,-29.61173471,1.078663277,0.001663277,369.1281351,6.139621548,16.63276506
,,,,,,,,PEACH,525,peach 2475u.raw,6.213719,1.93439522,4.15907375,-25.89324969,2.475,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.070848249,1.141774819,2.862555516,46.13231593,16.11578035,1.748443897,-26.39815602,0.366,1.748443897,0.366891676,0.000891676,28.62555516,0.255247222,8.916760599,1.077,-26.39815602,1.082196766,0.005196766,461.3231593,23.97388339,51.96765632
136,4,C,BCD,graminoid,2,D1,3.17,,526,EliseLabAboveTray2_37.raw,4.17691625,0.463756103,4.4003465,-29.39521223,3.17,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.047624813,1.208010517,1.502360018,38.10758728,25.36515005,0.27780478,-29.90011856,0.366,0.27780478,0.366355026,0.000355026,15.02360018,0.053337662,3.550258366,1.077,-29.90011856,1.078346172,0.001346172,381.0758728,5.129935992,13.46171815
137,4,D,SUD,graminoid,2,D2,3.356,,527,EliseLabAboveTray2_38.raw,3.996533,41.40925155,4.817472,-27.24882187,3.356,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.045568099,1.322522406,1.357809876,39.40769982,29.02298806,41.22330023,-27.7537282,0.366,41.22330023,0.381294267,0.015294267,13.57809876,2.076670719,152.942673,1.077,-27.7537282,1.080706278,0.003706278,394.0769982,14.60558744,37.06277581
138,4,E,BUW,graminoid,2,D3,3.32,,528,EliseLabAboveTray2_39.raw,3.93817175,30.34985113,4.667471,-28.58292058,3.32,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.04490267,1.281343198,1.352490056,38.59467462,28.53601359,30.16389981,-29.08782691,0.366,30.16389981,0.377259612,0.011259612,13.52490056,1.522851293,112.5961175,1.077,-29.08782691,1.079239356,0.002239356,385.9467462,8.642722916,22.39356336
139,4,F,SUW,graminoid,2,D4,3.61,,529,EliseLabAboveTray2_40.raw,5.122415,3.306094894,5.0872215,-27.96919786,3.61,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.058405302,1.396575718,1.617875396,38.68630798,23.91179696,3.12014357,-28.47410419,0.366,3.12014357,0.367392217,0.001392217,16.17875396,0.225243384,13.92217127,1.077,-28.47410419,1.079914187,0.002914187,386.8630798,11.27391178,29.14186535
140,4,G,BUD,graminoid,2,D5,3.636,,530,EliseLabAboveTray2_41.raw,4.322961,1.158574571,4.7806805,-29.24444355,3.636,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.049290001,1.312422174,1.355610596,36.09521931,26.62653967,0.972623247,-29.74934988,0.366,0.972623247,0.366608572,0.000608572,13.55610596,0.082498724,6.085724346,1.077,-29.74934988,1.078511956,0.001511956,360.9521931,5.457438937,15.11956165
141,4,H,SCD,graminoid,2,D6,3.841,,531,EliseLabAboveTray2_42.raw,5.529451,-0.296661647,5.17689,-28.43399129,3.841,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.063046289,1.421192073,1.641402984,37.00057467,22.54204179,-0.48261297,-28.93889762,0.366,-0.48261297,0.36607754,7.75E-05,16.41402984,0.01272742,0.775398882,1.077,-28.93889762,1.079403115,0.002403115,370.0057467,8.891664149,24.03115149
142,3,B,BCW,lichen,2,D7,3.406,,532,EliseLabAboveTray2_43.raw,9.807338,-0.329352417,4.936825,-26.69701502,3.406,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.11182236,1.355287935,3.283099246,39.79119009,12.12000829,-0.51530374,-27.20192135,0.366,-0.51530374,0.366065611,6.56E-05,32.83099246,0.021540605,0.656105827,1.077,-27.20192135,1.081313009,0.004313009,397.9119009,17.16197796,43.13009467
143,3,E,SCD,lichen,2,D8,3.475,det var alt der var,533,EliseLabAboveTray2_44.raw,5.7342555,-1.249761831,5.0178415,-30.3128927,3.475,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.065381451,1.377529089,1.881480592,39.64112485,21.06911175,-1.435713154,-30.81779903,0.366,-1.435713154,0.36572974,-0.00027026,18.81480592,-0.050848983,-2.702604728,1.077,-30.81779903,1.077337084,0.000337084,396.4112485,1.336238196,3.370838242
144,3,F,SUD,lichen,2,D9,3.317,,534,EliseLabAboveTray2_45.raw,11.867077,-0.49612311,4.761958,-25.53212049,3.317,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.135307314,1.307282357,4.079207531,39.41158749,9.66157941,-0.682074434,-26.03702682,0.366,-0.682074434,0.366004754,4.75E-06,40.79207531,0.001939112,0.047536495,1.077,-26.03702682,1.082593829,0.005593829,394.1158749,22.04616934,55.93829314
