run,treatment,layer,diameter,tray,position,nr,4-5mg,comment,,,,,,,,Sample Number,Name,Height (nA),N15,Height (nA),13C,Weight,PEAnA,PEA15N,PEAnA,PEA13C,gnsnSTD N weight,gnsnSTD C weight,1nA to x mgN STD,1nA to x mgC STD,mg N in sample,mg C in sample,%N,%C,C/N,d15Nkorr,d13Ckorr,Nat abun (15N),δ15Nkorr,atom% (15N),APE%,N pr DW,15N pr DW,15N pr N ,Nat abun (13C),δ13Ckorr,atom% (13C),APE%,C pr DW,13C pr DW  ,13C pr C ,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(ATM%),(δ),(% of N),(% excess),(mgN/g DW),(μg/g DW),(μg/g N),(ATM%),(δ),(% of C),(% excess),(mg/g DW),(μg/g DW),(μg/g C),,
3,BCW,middle,coarse,2,A7,106,4.439,,,,,,,,,559,EliseLabRootsTray2_7.raw,3.81,146.45,5.96,-25.60,4.439,6.09,1.94,4.02,-25.88,2.77,2.77,0.0128,0.3168,0.04887771,1.88856796,1.10109736,42.54489650,38.63863266,146.49297570,-25.74664676,0.36600000,146.49297570,0.41968206,0.05368206,11.01097362,5.91091795,536.82064375,1.08000000,-25.74664676,1.08291310,0.00291310,425.44896501,12.39376060,29.13101597,,
3,BCW,bottom,fine,2,A8,107,4.065,,,,,,,,,560,EliseLabRootsTray2_8.raw,3.52,2.00,5.31,-27.79,4.065,6.09,1.94,4.02,-25.88,2.77,2.77,0.0128,0.3168,0.04521428,1.68249721,1.11228233,41.38984517,37.21163602,2.04163441,-27.94330370,0.36600000,2.04163441,0.36699866,0.00099866,11.12282329,0.11107956,9.98663381,1.08000000,-27.94330370,1.08049783,0.00049783,413.89845168,2.06051332,4.97830642,,
3,BCW,bottom,coarse,2,A9,108,4.322,,,,,,,,,561,EliseLabRootsTray2_9.raw,3.25,3.93,5.93,-26.62,4.322,6.09,1.94,4.02,-25.88,2.77,2.77,0.0128,0.3168,0.04168401,1.87704014,0.96446104,43.42989684,45.03022404,3.97144647,-26.76376793,0.36600000,3.97144647,0.36770286,0.00170286,9.64461043,0.16423420,17.02859902,1.08000000,-26.76376793,1.08179477,0.00179477,434.29896836,7.79466731,17.94769934,,
3,BUD,top,fine,2,A10,109,4.335,,,,,,,,,562,EliseLabRootsTray2_10.raw,4.29,2005.91,5.95,-19.83,4.335,6.09,1.94,4.02,-25.88,2.77,2.77,0.0128,0.3168,0.05498290,1.88357357,1.26834842,43.45037064,34.25744063,2005.95448267,-19.97762226,0.36600000,2005.95448267,1.09291231,0.72691231,12.68348418,92.19780767,7269.12308485,1.08000000,-19.97762226,1.08925570,0.00925570,434.50370640,40.21638100,92.55704935,,
3,BUD,top,coarse,2,A11,110,4.541,,,,,,,,,563,EliseLabRootsTray2_11.raw,6.22,409.16,6.10,-23.24,4.541,6.09,1.94,4.02,-25.88,2.77,2.77,0.0128,0.3168,0.07978763,1.93143087,1.75704983,42.53316171,24.20714591,409.20039127,-23.38779522,0.36600000,409.20039127,0.51535242,0.14935242,17.57049834,26.24196528,1493.52424567,1.08000000,-23.38779522,1.08550658,0.00550658,425.33161706,23.42121565,55.06577623,,
3,BUD,middle,fine,2,A12,111,4.479,,,,,,,,,564,EliseLabRootsTray2_12.raw,4.94,159.66,5.73,-26.48,4.479,6.09,1.94,4.02,-25.88,2.77,2.77,0.0128,0.3168,0.06341502,1.81407375,1.41582997,40.50175828,28.60637168,159.70209915,-26.63011810,0.36600000,159.70209915,0.42449683,0.05849683,14.15829967,8.28215707,584.96834086,1.08000000,-26.63011810,1.08194172,0.00194172,405.01758279,7.86430852,19.41720274,,
,,,,,,,,PEACH,,,,,,,,565,peach 3201u.raw,8.10,1.96,5.10,-25.70,3.20,6.09,1.94,4.02,-25.88,2.77,2.77,0.0128,0.3168,0.10391254,1.61568235,3.24625252,50.47430031,15.54848243,2.00093930,-25.84651160,0.36600000,2.00093930,0.36698381,0.00098381,32.46252523,0.31937069,9.83813456,1.08000000,-25.84651160,1.08280330,0.00280330,504.74300314,14.14946384,28.03300641,,
3,BUD,middle,coarse,2,B1,112,4.39,,,,,,,,,566,EliseLabRootsTray2_13.raw,4.47,60.33,5.85,-26.36,4.39,6.09,1.94,4.02,-25.88,2.77,2.77,0.0128,0.3168,0.05732511,1.85468632,1.30581107,42.24797998,32.35382272,60.37300511,-26.50810488,0.36600000,60.37300511,0.38827963,0.02227963,13.05811074,2.90929868,222.79629408,1.08000000,-26.50810488,1.08207588,0.00207588,422.47979982,8.77015496,20.75875572,,
3,BUD,bottom,fine,2,B2,113,4.167,,,,,,,,,567,EliseLabRootsTray2_14.raw,3.66,1.48,5.58,-27.03,4.167,6.09,1.94,4.02,-25.88,2.77,2.77,0.0128,0.3168,0.04691074,1.76857197,1.12576774,42.44233178,37.70078872,1.52149038,-27.18182287,0.36600000,1.52149038,0.36680886,0.00080886,11.25767742,0.09105873,8.08858938,1.08000000,-27.18182287,1.08133511,0.00133511,424.42331783,5.66651112,13.35108342,,
3,BUD,bottom,coarse,2,B3,114,4.186,,,,,,,,,568,EliseLabRootsTray2_15.raw,2.99,3.08,5.75,-26.34,4.186,6.09,1.94,4.02,-25.88,2.77,2.77,0.0128,0.3168,0.03837327,1.82134320,0.91670487,43.51034877,47.46385692,3.12256543,-26.48603204,0.36600000,3.12256543,0.36739310,0.00139310,9.16704870,0.12770624,13.93100874,1.08000000,-26.48603204,1.08210014,0.00210014,435.10348768,9.13780389,21.00144942,,
3,BUW,top,fine,2,B4,115,4.243,,,,,,,,,569,EliseLabRootsTray2_16.raw,4.87,476.95,6.23,-25.94,4.243,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.05428771,1.62695929,1.27946526,38.34455090,29.96920058,471.13734826,-27.14982076,0.36600000,471.13734826,0.53788128,0.17188128,12.79465256,21.99161267,1718.81280563,1.08000000,-27.14982076,1.08137030,0.00137030,383.44550903,5.25433690,13.70295589,,
3,BUW,top,coarse,2,B5,116,4.593,,,,,,,,,570,EliseLabRootsTray2_17.raw,7.07,164.39,6.65,-26.87,4.593,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.07881984,1.73616897,1.71608616,37.80032603,22.02705601,158.57888480,-28.07337816,0.36600000,158.57888480,0.42408744,0.05808744,17.16086163,9.96830465,580.87436809,1.08000000,-28.07337816,1.08035481,0.00035481,378.00326027,1.34118321,3.54807312,,
3,BUW,middle,fine,2,B6,117,4.418,,,,,,,,,571,EliseLabRootsTray2_18.raw,4.75,397.36,5.31,-24.34,4.418,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.05299223,1.38629668,1.19946190,31.37837672,26.16037795,391.55072510,-25.54923047,0.36600000,391.55072510,0.50893069,0.14293069,11.99461903,17.14399208,1429.30692779,1.08000000,-25.54923047,1.08313016,0.00313016,313.78376725,9.82193150,31.30159214,,
3,BUW,middle,coarse,2,B7,118,4.512,,,,,,,,,572,EliseLabRootsTray2_19.raw,4.94,128.39,6.29,-24.65,4.512,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.05502743,1.64448525,1.21957967,36.44692498,29.88482488,122.57739149,-25.85921716,0.36600000,122.57739149,0.41096357,0.04496357,12.19579674,5.48366549,449.63569112,1.08000000,-25.85921716,1.08278933,0.00278933,364.46924978,10.16625347,27.89330917,,
3,BUW,bottom,fine,2,B8,119,4.452,,,,,,,,,573,EliseLabRootsTray2_20.raw,3.82,7.05,6.21,-26.04,4.452,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.04259700,1.62179000,0.95680589,36.42834681,38.07287074,1.24317786,-27.24956164,0.36600000,1.24317786,0.36670730,0.00070730,9.56805886,0.06767491,7.07300320,1.08000000,-27.24956164,1.08126063,0.00126063,364.28346812,4.59225763,12.60627515,,
3,BUW,bottom,coarse,2,B9,120,4.558,,,,,,,,,574,EliseLabRootsTray2_21.raw,4.23,13.25,6.34,-24.73,4.558,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.04712728,1.65717883,1.03394646,36.35758737,35.16389738,7.43418506,-25.93864131,0.36600000,7.43418506,0.36896640,0.00296640,10.33946464,0.30671017,29.66402795,1.08000000,-25.93864131,1.08270200,0.00270200,363.57587374,9.82383541,27.02004208,,
3,SCD,top,fine,2,B10,121,4.605,,,,,,,,,575,EliseLabRootsTray2_22.raw,5.68,249.79,7.07,-25.83,4.605,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.06331177,1.84715126,1.37484838,40.11186240,29.17548065,243.98154367,-27.04037701,0.36600000,243.98154367,0.45520601,0.08920601,13.74848383,12.26447451,892.06014722,1.08000000,-27.04037701,1.08149063,0.00149063,401.11862401,5.97920250,14.90631983,,
3,SCD,top,coarse,2,B11,122,4.9,,,,,,,,,576,EliseLabRootsTray2_23.raw,4.72,159.49,7.42,-26.42,4.9,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.05262377,1.93763600,1.07395459,39.54359182,36.82054374,153.67447520,-27.62349444,0.36600000,153.67447520,0.42229980,0.05629980,10.73954586,6.04634314,562.99802738,1.08000000,-27.62349444,1.08084948,0.00084948,395.43591821,3.35912948,8.49475054,,
3,SCD,middle,fine,2,B12,123,4.685,,,,,,,,,577,EliseLabRootsTray2_24.raw,4.77,498.78,5.63,-21.35,4.685,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.05317625,1.47208869,1.13503195,31.42131670,27.68320024,492.97052358,-22.55520531,0.36600000,492.97052358,0.54582041,0.17982041,11.35031948,20.41019158,1798.20414893,1.08000000,-22.55520531,1.08642195,0.00642195,314.21316699,20.17860961,64.21949086,,
,,,,,,,,PEACH,,,,,,,,578,peach 2095u.raw,5.21,10.77,3.67,-23.92,2.10,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.05802584,0.95840919,2.76972962,45.74745551,16.51693911,4.96304032,-25.12620931,0.36600000,4.96304032,0.36806469,0.00206469,27.69729621,0.57186408,20.64692787,1.08000000,-25.12620931,1.08359526,0.00359526,457.47455508,16.44741976,35.95264387,,
3,SCD,middle,coarse,2,C1,124,5.064,,,,,,,,,579,EliseLabRootsTray2_25.raw,4.83,174.57,6.96,-24.03,5.064,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.05388043,1.81814730,1.06398961,35.90338271,33.74411012,168.75940634,-25.23607750,0.36600000,168.75940634,0.42779798,0.06179798,10.63989614,6.57524129,617.97983805,1.08000000,-25.23607750,1.08347447,0.00347447,359.03382711,12.47450984,34.74466443,,
3,SCD,bottom,fine,2,C2,125,4.333,,,,,,,,,580,EliseLabRootsTray2_26.raw,5.09,3.33,5.45,-27.02,4.333,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.05671829,1.42425396,1.30898436,32.86992764,25.11101628,-2.47725152,-28.22753347,0.36600000,-2.47725152,0.36534966,-0.00065034,13.08984362,-0.08512797,-6.50336012,1.08000000,-28.22753347,1.08018531,0.00018531,328.69927639,0.60909737,1.85305357,,
3,SCD,bottom,coarse,2,C3,126,4.229,,,,,,,,,581,EliseLabRootsTray2_27.raw,3.01,19.23,5.97,-24.36,4.229,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.03360279,1.56077691,0.79458012,36.90652416,46.44783204,13.41896693,-25.56673876,0.36600000,13.41896693,0.37115016,0.00515016,7.94580125,0.40922117,51.50156129,1.08000000,-25.56673876,1.08311091,0.00311091,369.06524165,11.48128396,31.10909038,,
3,SCW,top,fine,2,C4,127,4.416,,,,,,,,,582,EliseLabRootsTray2_28.raw,5.11,382.81,6.51,-24.46,4.416,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.05696411,1.70189238,1.28994821,38.53922969,29.87657132,376.99660940,-25.67134471,0.36600000,376.99660940,0.50363464,0.13763464,12.89948210,17.75415522,1376.34635903,1.08000000,-25.67134471,1.08299590,0.00299590,385.39229686,11.54595126,29.95895703,,
3,SCW,top,coarse,2,C5,128,4.242,"ca. herfra og ned til 142 blev du distraheret og det er muligt, men ikke sikkert at du har målt den samme prøve to gange, så fks 128 er replikat af 127.",,,,,,,,583,EliseLabRootsTray2_29.raw,4.28,114.96,6.54,-27.34,4.242,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.04774895,1.70901130,1.12562360,40.28786657,35.79159736,109.15050878,-28.54928616,0.36600000,109.15050878,0.40606809,0.04006809,11.25623597,4.51015888,400.68091071,1.08000000,-28.54928616,1.07983152,-0.00016848,402.87866572,-0.67877279,-1.68480699,,
3,SCW,middle,fine,2,C6,129,4.166,,,,,,,,,584,EliseLabRootsTray2_30.raw,4.29,394.88,5.49,-22.28,4.166,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.04780720,1.43542706,1.14755637,34.45576240,30.02533328,389.07082570,-23.49204890,0.36600000,389.07082570,0.50802833,0.14202833,11.47556368,16.29855132,1420.28328902,1.08000000,-23.49204890,1.08539196,0.00539196,344.55762395,18.57839948,53.91957161,,
3,SCW,middle,coarse,2,C7,130,5.096,,,,,,,,,585,EliseLabRootsTray2_31.raw,5.17,142.08,6.83,-23.30,5.096,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.05759937,1.78392897,1.13028595,35.00645551,30.97132669,136.27324768,-24.50645701,0.36600000,136.27324768,0.41595662,0.04995662,11.30285953,5.64652657,499.56619814,1.08000000,-24.50645701,1.08427666,0.00427666,350.06455514,14.97108643,42.76664463,,
3,SCW,bottom,fine,2,C8,131,4.151,,,,,,,,,586,EliseLabRootsTray2_32.raw,3.22,9.56,5.63,-25.77,4.151,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.03584679,1.47019406,0.86356996,35.41782855,41.01327079,3.74939648,-26.97785299,0.36600000,3.74939648,0.36762183,0.00162183,8.63569958,0.14005666,16.21833436,1.08000000,-26.97785299,1.08155938,0.00155938,354.17828550,5.52298083,15.59378725,,
3,SCW,bottom,coarse,2,C9,132,4.847,,,,,,,,,587,EliseLabRootsTray2_33.raw,3.17,15.60,6.35,-24.41,4.847,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.03534287,1.66012992,0.72916997,34.25066878,46.97213275,9.78527876,-25.61907481,0.36600000,9.78527876,0.36982429,0.00382429,7.29169973,0.27885586,38.24291543,1.08000000,-25.61907481,1.08305337,0.00305337,342.50668782,10.45798288,30.53366036,,
3,SUD,top,fine,2,C10,133,4.519,,,,,,,,,588,EliseLabRootsTray2_34.raw,5.23,666.76,6.89,-21.52,4.519,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.05833965,1.80079744,1.29098579,39.84946755,30.86747182,660.94917999,-22.73147375,0.36600000,660.94917999,0.60685965,0.24085965,12.90985792,31.09463814,2408.59646456,1.08000000,-22.73147375,1.08622816,0.00622816,398.49467550,24.81887118,62.28156287,,
3,SUD,top,coarse,2,C11,134,4.227,,,,,,,,,589,EliseLabRootsTray2_35.raw,4.41,253.33,6.58,-25.12,4.227,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.04912445,1.71829016,1.16215872,40.65034692,34.97830918,247.52238473,-26.32440321,0.36600000,247.52238473,0.45649579,0.09049579,11.62158717,10.51704690,904.95788113,1.08000000,-26.32440321,1.08227786,0.00227786,406.50346924,9.25956994,22.77857543,,
3,SUD,middle,fine,2,C12,135,4.391,,,,,,,,,590,EliseLabRootsTray2_36.raw,5.11,635.11,6.40,-19.99,4.391,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.05694231,1.67211518,1.29679601,38.08050970,29.36507318,629.29818633,-21.20221484,0.36600000,629.29818633,0.59536420,0.22936420,12.96796009,29.74385771,2293.64198421,1.08000000,-21.20221484,1.08790943,0.00790943,380.80509705,30.11949965,79.09426603,,
,,,,,,,,PEACH,,,,,,,,591,peach 1823u.raw,4.51,7.91,3.23,-24.10,1.82,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.05021401,0.84466942,2.75447134,46.33403313,16.82138872,2.10209887,-25.31230321,0.36600000,2.10209887,0.36702073,0.00102073,27.54471341,0.28115640,10.20727266,1.08000000,-25.31230321,1.08339066,0.00339066,463.34033131,15.71028409,33.90657586,,
3,SUD,middle,coarse,2,D1,136,4.673,,,,,,,,,592,EliseLabRootsTray2_37.raw,5.47,64.23,6.51,-23.90,4.673,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.06097227,1.70107473,1.30477790,36.40219833,27.89915301,58.42281163,-25.10290882,0.36600000,58.42281163,0.38756829,0.02156829,13.04777902,2.81418275,215.68289484,1.08000000,-25.10290882,1.08362088,0.00362088,364.02198325,13.18080929,36.20882776,,
3,SUD,bottom,fine,2,D2,137,4.864,Her opdagede du at den prøve du tror du har lagt som den næste var den forrige. Det kan også være du bare glemte at tage en ny prøve klar til den næste.,,,,,,,,593,EliseLabRootsTray2_38.raw,5.90,69.57,6.71,-24.47,4.864,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.06576173,1.75324894,1.35200928,36.04541408,26.66062626,63.75708817,-25.67945641,0.36600000,63.75708817,0.38951396,0.02351396,13.52009279,3.17910941,235.13961491,1.08000000,-25.67945641,1.08298698,0.00298698,360.45414080,10.76668212,29.86976954,,
3,SUD,bottom,coarse,2,D3,138,4.508,herfra er det med sikkerhed korrekt,,,,,,,,594,EliseLabRootsTray2_39.raw,4.42,14.84,6.32,-25.19,4.508,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.04926217,1.65105014,1.09277221,36.62489223,33.51557792,9.02966922,-26.40149002,0.36600000,9.02966922,0.36954858,0.00354858,10.92772212,0.38777889,35.48579376,1.08000000,-26.40149002,1.08219310,0.00219310,366.24892231,8.03220462,21.93099866,,
3,SUW,top,fine,2,D4,139,4.711,,,,,,,,,595,EliseLabRootsTray2_40.raw,5.29,696.00,7.01,-22.45,4.711,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.05894747,1.83211080,1.25127292,38.89006150,31.08039880,690.19293814,-23.65551550,0.36600000,690.19293814,0.61747844,0.25147844,12.51272925,31.46681610,2514.78438370,1.08000000,-23.65551550,1.08521224,0.00521224,388.90061505,20.27041487,52.12235232,,
3,SUW,top,coarse,2,D5,140,4.424,,,,,,,,,596,EliseLabRootsTray2_41.raw,4.87,238.04,6.75,-24.80,4.424,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.05425238,1.76405717,1.22631963,39.87470998,32.51575619,232.23093791,-26.00724097,0.36600000,232.23093791,0.45092554,0.08492554,12.26319626,10.41458613,849.25543940,1.08000000,-26.00724097,1.08262658,0.00262658,398.74709976,10.47340713,26.26578886,,
3,SUW,middle,fine,2,D6,141,4.192,,,,,,,,,597,EliseLabRootsTray2_42.raw,5.07,159.41,6.24,-26.66,4.192,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.05648617,1.63088232,1.34747542,38.90463538,28.87224131,153.60394562,-27.86638258,0.36600000,153.60394562,0.42227409,0.05627409,13.47475417,7.58279590,562.74094571,1.08000000,-27.86638258,1.08058241,0.00058241,389.04635384,2.26584113,5.82409038,,
3,SUW,middle,coarse,2,D7,142,4.761,,,,,,,,,598,EliseLabRootsTray2_43.raw,5.01,110.13,6.73,-24.77,4.761,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.05586438,1.75871517,1.17337491,36.94003724,31.48187083,104.31687186,-25.97505189,0.36600000,104.31687186,0.40430562,0.03830562,11.73374906,4.49468487,383.05616055,1.08000000,-25.97505189,1.08266197,0.00266197,369.40037237,9.83333005,26.61970800,,
3,SUW,bottom,fine,2,D8,143,4.341,dobbel tin,,,,,,,,599,EliseLabRootsTray2_44.raw,5.45,9.23,5.98,-28.07,4.341,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.06076710,1.56128691,1.39984113,35.96606571,25.69296262,3.42092268,-29.27793118,0.36600000,3.42092268,0.36750197,0.00150197,13.99841126,0.21025228,15.01972475,1.08000000,-29.27793118,1.07903032,-0.00096968,359.66065714,-3.48755102,-9.69678209,,
3,SUW,bottom,coarse,2,D9,144,4.507,,,,,,,,,600,EliseLabRootsTray2_45.raw,4.77,15.72,6.23,-24.94,4.507,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.05315335,1.62740686,1.17935111,36.10842814,30.61719954,9.90928273,-26.15241045,0.36600000,9.90928273,0.36986954,0.00386954,11.79351106,0.45635449,38.69538845,1.08000000,-26.15241045,1.08246696,0.00246696,361.08428138,8.90782169,24.66964682,,
4,BCD,top,fine,2,D10,145,4.189,,,,,,,,,601,EliseLabRootsTray2_46.raw,4.35,492.69,6.25,-24.76,4.189,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.04846752,1.63415868,1.15701880,39.01071101,33.71657476,486.87503019,-25.97002576,0.36600000,486.87503019,0.54360406,0.17760406,11.57018804,20.54912323,1776.04055810,1.08000000,-25.97002576,1.08266750,0.00266750,390.10711007,10.40609554,26.67497021,,
4,BCD,top,coarse,2,D11,146,4.688,,,,,,,,,602,EliseLabRootsTray2_47.raw,5.34,125.08,6.60,-24.25,4.688,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.05956407,1.72398893,1.27056462,36.77450789,28.94343761,119.27283996,-25.45954332,0.36600000,119.27283996,0.40975877,0.04375877,12.70564623,5.55983391,437.58765265,1.08000000,-25.45954332,1.08322877,0.00322877,367.74507888,11.87363986,32.28769206,,
4,BCD,middle,fine,2,D12,147,4.461,,,,,,,,,603,EliseLabRootsTray2_48.raw,6.06,296.00,6.36,-22.58,4.461,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.06756629,1.66066722,1.51459959,37.22634442,24.57834055,290.19384509,-23.79218324,0.36600000,290.19384509,0.47203651,0.10603651,15.14599586,16.06028467,1060.36505107,1.08000000,-23.79218324,1.08506198,0.00506198,372.26344422,18.84388838,50.61976585,,
,,,,,,,,PEACH,,,,,,,,604,peach 2469u.raw,6.21,8.02,4.24,-24.99,2.47,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.06922770,1.10812409,2.80387603,44.88149420,16.00694671,2.20934912,-26.20028363,0.36600000,2.20934912,0.36705986,0.00105986,28.03876031,0.29717261,10.59863578,1.08000000,-26.20028363,1.08241433,0.00241433,448.81494201,10.83586431,24.14327889,,
4,BCD,middle,coarse,2,E1,148,4.238,,,,,,,,,605,EliseLabRootsTray2_49.raw,4.33,13.01,5.98,-25.29,4.238,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.04829045,1.56182984,1.13946312,36.85299289,32.34241840,7.20373777,-26.49724293,0.36600000,7.20373777,0.36888231,0.00288231,11.39463117,0.32842908,28.82314266,1.08000000,-26.49724293,1.08208782,0.00208782,368.52992894,7.69423580,20.87818436,,
4,BCD,bottom,fine,2,E2,149,4.081,,,,,,,,,606,EliseLabRootsTray2_50.raw,3.08,15.19,5.89,-26.28,4.081,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.03437669,1.53792698,0.84235951,37.68505215,44.73749216,9.38298510,-27.48417030,0.36600000,9.38298510,0.36967750,0.00367750,8.42359514,0.30977771,36.77499972,1.08000000,-27.48417030,1.08100267,0.00100267,376.85052147,3.77855700,10.02667313,,
4,BCD,bottom,coarse,2,E3,150,4.776,,,,,,,,,607,EliseLabRootsTray2_51.raw,5.43,13.04,6.78,-26.04,4.776,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.06051444,1.77134160,1.26705275,37.08839202,29.27138740,7.23147759,-27.24795303,0.36600000,7.23147759,0.36889244,0.00289244,12.67052754,0.36648694,28.92436332,1.08000000,-27.24795303,1.08126240,0.00126240,370.88392025,4.68202463,12.62396232,,
4,BCW,top,fine,2,E4,151,4.144,,,,,,,,,608,EliseLabRootsTray2_52.raw,6.49,496.12,6.42,-23.94,4.144,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.07233691,1.67657825,1.74558185,40.45796945,23.17735453,490.31099308,-25.14346138,0.36600000,490.31099308,0.54485341,0.17885341,17.45581852,31.22032585,1788.53405308,1.08000000,-25.14346138,1.08357630,0.00357630,404.57969445,14.46896780,35.76296091,,
4,BCW,top,coarse,2,E5,152,4.846,,,,,,,,,609,EliseLabRootsTray2_53.raw,8.19,217.71,6.93,-22.23,4.846,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.09127352,1.80967577,1.88348159,37.34370142,19.82695326,211.89885897,-23.43274361,0.36600000,211.89885897,0.44351817,0.07751817,18.83481589,14.60040528,775.18173615,1.08000000,-23.43274361,1.08545716,0.00545716,373.43701422,20.37905419,54.57159686,,
4,BCW,middle,fine,2,E6,153,4.274,,,,,,,,,610,EliseLabRootsTray2_54.raw,4.77,124.44,5.92,-25.66,4.274,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.05311439,1.54798196,1.24273258,36.21857640,29.14430427,118.62807292,-26.87017140,0.36600000,118.62807292,0.40952369,0.04352369,12.42732578,5.40883035,435.23686757,1.08000000,-26.87017140,1.08167778,0.00167778,362.18576400,6.07666990,16.77777124,,
4,BCW,middle,coarse,2,E7,154,5.095,,,,,,,,,611,EliseLabRootsTray2_55.raw,6.53,41.97,6.99,-25.23,5.095,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.07273419,1.82670492,1.42756007,35.85289342,25.11480536,36.16029550,-26.43973429,0.36600000,36.16029550,0.37944724,0.01344724,14.27560075,1.91967407,134.47238459,1.08000000,-26.43973429,1.08215105,0.00215105,358.52893418,7.71213617,21.51049870,,
4,BCW,bottom,fine,2,E8,155,4.869,,,,,,,,,612,EliseLabRootsTray2_56.raw,5.28,6.01,6.11,-26.82,4.869,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.05883331,1.59697490,1.20832422,32.79882734,27.14406183,0.19549712,-28.02283537,0.36600000,0.19549712,0.36632499,0.00032499,12.08324220,0.03926943,3.24990818,1.08000000,-28.02283537,1.08041038,0.00041038,327.98827340,1.34600374,4.10381667,,
4,BCW,bottom,coarse,2,E9,156,4.043,,,,,,,,,614,EliseLabRootsTray2_57korrekt.raw,3.91,5.90,5.71,-25.72,4.043,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.04361330,1.49073773,1.07873618,36.87206855,34.18080283,0.08499059,-26.92696377,0.36600000,0.08499059,0.36628467,0.00028467,10.78736176,0.03070792,2.84665673,1.08000000,-26.92696377,1.08161533,0.00161533,368.72068547,5.95606557,16.15332637,,
4,BUD,top,fine,2,E10,157,4.173,,,,,,,,,615,EliseLabRootsTray2_58.raw,3.88,2173.65,6.05,-22.83,4.173,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.04319361,1.58106688,1.03507329,37.88801531,36.60418623,2167.83970195,-24.03409908,0.36600000,2167.83970195,1.15109342,0.78509342,10.35073286,81.26292216,7850.93416075,1.08000000,-24.03409908,1.08479600,0.00479600,378.88015305,18.17110091,47.96002314,,
4,BUD,top,coarse,2,E11,158,4.064,,,,,,,,,616,EliseLabRootsTray2_59.raw,4.95,448.34,5.89,-22.26,4.064,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.05518281,1.53890610,1.35784477,37.86678396,27.88741752,442.53014415,-23.47076874,0.36600000,442.53014415,0.52747701,0.16147701,13.57844768,21.92607093,1614.77007137,1.08000000,-23.47076874,1.08541535,0.00541535,378.66783964,20.50620174,54.15353404,,
