run,treatment,layer,diameter,tray,position,nr,4-5mg,comment,,,,,,,,Sample Number,Name,Height (nA),N15,Height (nA),13C,Weight,PEAnA,PEA15N,PEAnA,PEA13C,gnsnSTD N weight,gnsnSTD C weight,1nA to x mgN STD,1nA to x mgC STD,mg N in sample,mg C in sample,%N,%C,C/N,d15Nkorr,d13Ckorr,Nat abun (15N),δ15Nkorr,atom% (15N),APE%,N pr DW,15N pr DW,15N pr N ,Nat abun (13C),δ13Ckorr,atom% (13C),APE%,C pr DW,13C pr DW  ,13C pr C ,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(ATM%),(δ),(% of N),(% excess),(mgN/g DW),(μg/g DW),(μg/g N),(ATM%),(δ),(% of C),(% excess),(mg/g DW),(μg/g DW),(μg/g C),,
4,BUD,middle,fine,2,E12,159,4.767,,,,,,,,,617,EliseLabRootsTray2_60.raw,4.80,495.56,6.63,-24.39,4.767,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.05353012,1.73112300,1.12293089,36.31472626,32.33923542,489.74529370,-25.59427934,0.36600000,489.74529370,0.54464771,0.17864771,11.22930885,20.06090353,1786.47713674,1.08000000,-25.59427934,1.08308063,0.00308063,363.14726258,11.18721782,30.80628433,,
4,BUD,middle,coarse,2,F1,160,4.49,,,,,,,,,619,EliseLabRootsTray2_61.raw,3.85,1066.20,6.49,-16.39,4.49,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.04286522,1.69489339,0.95468191,37.74818241,39.54006249,1060.38990398,-17.59481608,0.36600000,1060.38990398,0.75170591,0.38570591,9.54681911,36.82264583,3857.05913164,1.08000000,-17.59481608,1.09187518,0.01187518,377.48182414,44.82665217,118.75181611,,
4,BUD,bottom,fine,2,F2,161,4.354,,,,,,,,,620,EliseLabRootsTray2_62.raw,3.24,18.86,6.17,-25.82,4.354,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.03615638,1.61081312,0.83041761,36.99616719,44.55127955,13.04489063,-27.03019675,0.36600000,13.04489063,0.37101366,0.00501366,8.30417612,0.41634352,50.13664341,1.08000000,-27.03019675,1.08150183,0.00150183,369.96167193,5.55617855,15.01825452,,
4,BUD,bottom,coarse,2,F3,162,4.188,,,,,,,,,621,EliseLabRootsTray2_63.raw,4.97,22.52,5.95,-25.03,4.188,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.05535561,1.55542355,1.32176728,37.14000824,28.09874999,16.71191817,-26.23720116,0.36600000,16.71191817,0.37235166,0.00635166,13.21767276,0.83954186,63.51661726,1.08000000,-26.23720116,1.08237374,0.00237374,371.40008239,8.81606058,23.73736840,,
4,BUW,top,fine,2,F4,163,4.273,,,,,,,,,622,EliseLabRootsTray2_64.raw,5.17,141.12,6.49,-26.82,4.273,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.05761718,1.69636619,1.34840118,39.69965337,29.44201919,135.30901603,-28.02947981,0.36600000,135.30901603,0.41560511,0.04960511,13.48401179,6.68875883,496.05109615,1.08000000,-28.02947981,1.08040308,0.00040308,396.99653374,1.60019685,4.03075773,,
4,BUW,top,coarse,2,F5,164,4.056,,,,,,,,,623,EliseLabRootsTray2_65.raw,5.63,55.26,6.04,-24.44,4.056,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.06270919,1.57726065,1.54608462,38.88709683,25.15198471,49.44817195,-25.65105217,0.36600000,49.44817195,0.38429463,0.01829463,15.46084625,2.82850418,182.94627155,1.08000000,-25.65105217,1.08301821,0.00301821,388.87096830,11.73693153,30.18207192,,
4,BUW,middle,fine,2,F6,165,4.136,,,,,,,,,624,EliseLabRootsTray2_66.raw,4.42,163.50,5.77,-24.66,4.136,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.04921873,1.50821967,1.19000791,36.46565926,30.64320756,157.68872272,-25.86733330,0.36600000,157.68872272,0.42376298,0.05776298,11.90007906,6.87384049,577.62981715,1.08000000,-25.86733330,1.08278041,0.00278041,364.65659259,10.13893832,27.80407244,,
4,BUW,middle,coarse,2,F7,166,4.688,,,,,,,,,625,EliseLabRootsTray2_67.raw,4.39,379.46,6.50,-20.91,4.688,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.04890697,1.69744407,1.04323732,36.20827799,34.70761393,373.65290024,-22.11921949,0.36600000,373.65290024,0.50241782,0.13641782,10.43237316,14.23161637,1364.17823184,1.08000000,-22.11921949,1.08690128,0.00690128,362.08277991,24.98833459,69.01276718,,
4,BUW,bottom,fine,2,F8,167,4.228,,,,,,,,,626,EliseLabRootsTray2_68.raw,3.11,6.26,5.97,-24.99,4.228,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.03461786,1.56105190,0.81877636,36.92175727,45.09382398,0.45344768,-26.20134328,0.36600000,0.45344768,0.36641912,0.00041912,8.18776365,0.03431655,4.19119907,1.08000000,-26.20134328,1.08241316,0.00241316,369.21757266,8.90982108,24.13162790,,
4,BUW,bottom,coarse,2,F9,168,4.21,,,,,,,,,627,EliseLabRootsTray2_69.raw,2.52,9.64,5.93,-25.20,4.21,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.02806011,1.54868282,0.66651085,36.78581523,55.19162223,3.82615205,-26.40667298,0.36600000,3.82615205,0.36764984,0.00164984,6.66510853,0.10996374,16.49841704,1.08000000,-26.40667298,1.08218740,0.00218740,367.85815232,8.04653345,21.87401148,,
4,SCD,top,fine,2,F10,169,4.331,,,,,,,,,628,EliseLabRootsTray2_70.raw,4.91,116.05,6.70,-27.21,4.331,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.05473640,1.75109814,1.26382817,40.43172796,31.99147559,110.23596663,-28.41862350,0.36600000,110.23596663,0.40646387,0.04046387,12.63828167,5.11393785,404.63869847,1.08000000,-28.41862350,1.07997519,-0.00002481,404.31727961,-0.10030743,-0.24809089,,
4,SCD,top,coarse,2,F11,170,4.07,,,,,,,,,629,EliseLabRootsTray2_71.raw,4.62,66.49,6.42,-27.13,4.07,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.05146229,1.67674299,1.26442961,41.19761638,32.58197699,60.68305339,-28.33456535,0.36600000,60.68305339,0.38839272,0.02239272,12.64429608,2.83140178,223.92719673,1.08000000,-28.33456535,1.08006762,0.00006762,411.97616381,0.27856913,0.67617777,,
4,SCD,middle,fine,2,F12,171,4.791,,,,,,,,,630,EliseLabRootsTray2_72.raw,5.85,456.72,7.11,-22.87,4.791,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.06515182,1.85865957,1.35987928,38.79481474,28.52813130,450.90595224,-24.07454274,0.36600000,450.90595224,0.53052347,0.16452347,13.59879283,22.37320517,1645.23465079,1.08000000,-24.07454274,1.08475154,0.00475154,387.94814740,18.43349748,47.51536412,,
4,SCD,middle,coarse,2,G1,172,4.641,,,,,,,,,632,EliseLabRootsTray2_73.raw,5.00,344.97,6.64,-21.83,4.641,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.05569556,1.73544368,1.20007674,37.39374444,31.15946100,339.16010605,-23.03788566,0.36600000,339.16010605,0.48986378,0.12386378,12.00076742,14.86460377,1238.63776827,1.08000000,-23.03788566,1.08589128,0.00589128,373.93744438,22.02970021,58.91279554,,
4,SCD,bottom,fine,2,G2,173,4.191,,,,,,,,,633,EliseLabRootsTray2_74.raw,5.41,-0.96,6.18,-27.06,4.191,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.06029793,1.61401685,1.43874806,38.51149736,26.76736704,-6.77152939,-28.26943607,0.36600000,-6.77152939,0.36378258,-0.00221742,14.38748059,-0.31903139,-22.17423626,1.08000000,-28.26943607,1.08013923,0.00013923,385.11497360,0.53619990,1.39231123,,
4,SCD,bottom,coarse,2,G3,174,4.27,,,,,,,,,634,EliseLabRootsTray2_75.raw,3.00,12.76,6.14,-25.67,4.27,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.03341983,1.60505583,0.78266586,37.58912948,48.02704606,6.95044475,-26.87772567,0.36600000,6.95044475,0.36878989,0.00278989,7.82665864,0.21835511,27.89889334,1.08000000,-26.87772567,1.08166947,0.00166947,375.89129485,6.27539632,16.69471042,,
4,SCW,top,fine,2,G4,175,4.308,,,,,,,,,635,EliseLabRootsTray2_76.raw,4.23,316.47,6.81,-25.00,4.308,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.04718685,1.77878986,1.09533081,41.29038661,37.69672698,310.65766682,-26.20621610,0.36600000,310.65766682,0.47948760,0.11348760,10.95330813,12.43064628,1134.87597827,1.08000000,-26.20621610,1.08240781,0.00240781,412.90386614,9.94192036,24.07805102,,
4,SCW,top,coarse,2,G5,176,4.868,,,,,,,,,636,EliseLabRootsTray2_77.raw,4.59,134.21,7.52,-27.15,4.868,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.05114790,1.96420202,1.05069636,40.34926089,38.40239913,128.39916435,-28.35932259,0.36600000,128.39916435,0.41308605,0.04708605,10.50696358,4.94731452,470.86053794,1.08000000,-28.35932259,1.08004040,0.00004040,403.49260887,0.16299389,0.40395757,,
4,SCW,middle,fine,2,G6,177,4.96,,,,,,,,,637,EliseLabRootsTray2_78.raw,5.68,820.08,7.21,-18.79,4.96,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.06335909,1.88371831,1.27740092,37.97819170,29.73083177,814.27323336,-19.99834941,0.36600000,814.27323336,0.66250839,0.29650839,12.77400915,37.87600942,2965.08394282,1.08000000,-19.99834941,1.08923292,0.00923292,379.78191705,35.06495477,92.32918471,,
4,SCW,middle,coarse,2,G7,178,4.766,,,,,,,,,638,EliseLabRootsTray2_79.raw,4.29,466.16,7.11,-22.77,4.766,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.04778124,1.85865997,1.00254375,38.99832073,38.89937030,460.35402417,-23.97544222,0.36600000,460.35402417,0.53395970,0.16795970,10.02543754,16.83869522,1679.59704022,1.08000000,-23.97544222,1.08486049,0.00486049,389.98320732,18.95510534,48.60492705,,
4,SCW,bottom,fine,2,G8,179,4.215,,,,,,,,,639,EliseLabRootsTray2_80.raw,3.18,5.52,5.98,-24.69,4.215,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.03546519,1.56126170,0.84140429,37.04060972,44.02236835,-0.29079491,-25.90130401,0.36600000,-0.29079491,0.36614754,0.00014754,8.41404293,0.01241381,1.47536842,1.08000000,-25.90130401,1.08274306,0.00274306,370.40609722,10.16044859,27.43056518,,
4,SCW,bottom,coarse,2,G9,180,4.393,,,,,,,,,640,EliseLabRootsTray2_81.raw,3.17,7.07,5.99,-24.53,4.393,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.03530899,1.56490607,0.80375568,35.62271960,44.32033339,1.25873192,-25.73460813,0.36600000,1.25873192,0.36671298,0.00071298,8.03755678,0.05730586,7.12976136,1.08000000,-25.73460813,1.08292634,0.00292634,356.22719603,10.42441178,29.26337992,,
4,SUD,top,fine,2,G10,181,4.106,,,,,,,,,641,EliseLabRootsTray2_82.raw,4.75,355.73,6.07,-22.98,4.106,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.05289383,1.58682182,1.28820825,38.64641544,30.00013040,349.92227134,-24.18896611,0.36600000,349.92227134,0.49378113,0.12778113,12.88208249,16.46087054,1277.81129798,1.08000000,-24.18896611,1.08462573,0.00462573,386.46415437,17.87680020,46.25733073,,
4,SUD,top,coarse,2,G11,182,5.112,,,,,,,,,642,EliseLabRootsTray2_83.raw,5.07,311.70,7.59,-24.55,5.112,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.05654289,1.98380001,1.10608153,38.80672944,35.08487247,305.88813509,-25.75426996,0.36600000,305.88813509,0.47775106,0.11175106,11.06081531,12.36057845,1117.51060871,1.08000000,-25.75426996,1.08290472,0.00290472,388.06729442,11.27226802,29.04719924,,
4,SUD,middle,fine,2,G12,183,4.681,,,,,,,,,643,EliseLabRootsTray2_84.raw,4.47,267.56,6.59,-24.07,4.681,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.04977167,1.72288518,1.06327009,36.80592139,34.61577815,261.74769926,-25.27530036,0.36600000,261.74769926,0.46167711,0.09567711,10.63270085,10.17306096,956.77110608,1.08000000,-25.27530036,1.08343134,0.00343134,368.05921389,12.62936890,34.31341594,,
4,SUD,middle,coarse,2,H1,184,4.594,,,,,,,,,645,EliseLabRootsTray2_85.raw,5.07,11.16,6.66,-25.14,4.594,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.05649231,1.74111697,1.22969766,37.89980345,30.82042414,5.35351114,-26.35066471,0.36600000,5.35351114,0.36820717,0.00220717,12.29697660,0.27141579,22.07174984,1.08000000,-26.35066471,1.08224898,0.00224898,378.99803452,8.52360055,22.48982785,,
4,SUD,bottom,fine,2,H2,185,4.166,,,,,,,,,646,EliseLabRootsTray2_86.raw,4.31,-0.75,5.70,-26.69,4.166,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.04807055,1.48817516,1.15387783,35.72191939,30.95814696,-6.55663273,-27.90186506,0.36600000,-6.55663273,0.36386100,-0.00213900,11.53877829,-0.24681463,-21.39001380,1.08000000,-27.90186506,1.08054339,0.00054339,357.21919385,1.94110910,5.43394402,,
4,SUD,bottom,coarse,2,H3,186,4.386,,,,,,,,,647,EliseLabRootsTray2_87.raw,2.77,13.96,6.11,-25.89,4.386,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.03091069,1.59538401,0.70475804,36.37446442,51.61269875,8.14772675,-27.10108735,0.36600000,8.14772675,0.36922677,0.00322677,7.04758040,0.22740907,32.26768028,1.08000000,-27.10108735,1.08142388,0.00142388,363.74464416,5.17928488,14.23879351,,
4,SUW,top,fine,2,H4,187,4.515,,,,,,,,,648,EliseLabRootsTray2_88.raw,5.65,623.70,6.79,-22.05,4.515,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.06293236,1.77302460,1.39385072,39.26964775,28.17349601,617.89085150,-23.26119499,0.36600000,617.89085150,0.59122047,0.22522047,13.93850722,31.39237175,2252.20472023,1.08000000,-23.26119499,1.08564577,0.00564577,392.69647749,22.17072564,56.45766365,,
4,SUW,top,coarse,2,H5,188,4.104,,,,,,,,,649,EliseLabRootsTray2_89.raw,3.73,188.46,6.51,-26.88,4.104,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.04160818,1.70127878,1.01384460,41.45416136,40.88808228,182.65228756,-28.08313117,0.36600000,182.65228756,0.43286115,0.06686115,10.13844598,6.77868132,668.61147452,1.08000000,-28.08313117,1.08034408,0.00034408,414.54161362,1.42636877,3.44083374,,
4,SUW,middle,fine,2,H6,189,4.791,,,,,,,,,650,EliseLabRootsTray2_90.raw,5.56,384.47,6.98,-23.70,4.791,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.06201104,1.82394783,1.29432353,38.07029497,29.41327584,378.66221134,-24.90693819,0.36600000,378.66221134,0.50424076,0.13824076,12.94323529,17.89282628,1382.40755755,1.08000000,-24.90693819,1.08383635,0.00383635,380.70294966,14.60508937,38.36347836,,
4,SUW,middle,coarse,2,H7,190,4.339,,,,,,,,,651,EliseLabRootsTray2_91.raw,4.28,212.18,6.69,-25.29,4.339,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.04768303,1.74686198,1.09894051,40.25955246,36.63487896,206.37153564,-26.49280256,0.36600000,206.37153564,0.44150427,0.07550427,10.98940507,8.29747030,755.04272048,1.08000000,-26.49280256,1.08209270,0.00209270,402.59552462,8.42511927,20.92700678,,
4,SUW,bottom,fine,2,H8,191,4.326,,,,,,,,,652,EliseLabRootsTray2_92.raw,3.95,2.47,5.76,-25.85,4.326,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.04403314,1.50618814,1.01787190,34.81710900,34.20578665,-3.34525735,-27.06141480,0.36600000,-3.34525735,0.36503291,-0.00096709,10.17871899,-0.09843724,-9.67088714,1.08000000,-27.06141480,1.08146750,0.00146750,348.17109002,5.10941208,14.67500384,,
4,SUW,bottom,coarse,2,H9,192,4.609,,,,,,,,,653,EliseLabRootsTray2_93.raw,4.97,4.12,6.45,-24.62,4.609,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.05534777,1.68403735,1.20086294,36.53802015,30.42647000,-1.69215472,-25.83068280,0.36600000,-1.69215472,0.36563616,-0.00036384,12.00862938,-0.04369222,-3.63840209,1.08000000,-25.83068280,1.08282070,0.00282070,365.38020153,10.30629524,28.20704349,,
5,BCD,top,fine,2,H10,193,4.321,,,,,,,,,654,EliseLabRootsTray2_94.raw,10.39,115.21,6.81,-26.99,4.321,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.11584577,1.78051766,2.68099452,41.20614803,15.36972485,109.39721621,-28.19435500,0.36600000,109.39721621,0.40615805,0.04015805,26.80994516,10.76635001,401.58045614,1.08000000,-28.19435500,1.08022179,0.00022179,412.06148033,0.91389837,2.21786897,,
5,BCD,top,coarse,2,H11,194,4.328,,,,,,,,,655,EliseLabRootsTray2_95.raw,9.91,19.96,6.85,-29.83,4.328,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.11042669,1.78968483,2.55144842,41.35131300,16.20699545,14.14730026,-31.03951446,0.36600000,14.14730026,0.37141591,0.00541591,25.51448424,1.38184075,54.15907039,1.08000000,-31.03951446,1.07709328,-0.00290672,413.51312998,-12.01966524,-29.06719126,,
5,BCD,middle,fine,2,H12,195,4.317,,,,,,,,,656,EliseLabRootsTray2_96.raw,5.94,2.73,6.02,-27.83,4.317,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.06615253,1.57283232,1.53237271,36.43345666,23.77584545,-3.08140637,-29.04041269,0.36600000,-3.08140637,0.36512920,-0.00087080,15.32372707,-0.13343963,-8.70803998,1.08000000,-29.04041269,1.07929149,-0.00070851,364.33456662,-2.58134012,-7.08508156,,
,,,,,,,,PEACH,,,,,,,,657,peach 2368uu.raw,6.34,1.92,4.29,-25.80,2.37,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.07062459,1.12046155,2.98245729,47.31678858,15.86503477,-3.88675316,-27.01129728,0.36600000,-3.88675316,0.36483531,-0.00116469,29.82457288,-0.34736453,-11.64692393,1.08000000,-27.01129728,1.08152261,0.00152261,473.16788584,7.20448211,15.22605893,,
,,,,,,,,PEACH,,,,,,,,658,peach 2017uu.raw,5.00,10.32,3.54,-25.29,2.02,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.05567826,0.92453294,2.76044939,45.83703211,16.60491671,4.51226485,-26.49990658,0.36600000,4.51226485,0.36790021,0.00190021,27.60449385,0.52454198,19.00205014,1.08000000,-26.49990658,1.08208489,0.00208489,458.37032108,9.55651569,20.84889718,,
5,BCD,bottom,fine,3,A1,197,4.22,korrekt vægt?,,,,,,,,9,EliseLabRootsTray3_1.raw,7.04,30.72,6.42,-25.42,4.22,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.08863409,2.04203425,2.10033389,48.38943713,23.03892599,35.16717752,-28.02443492,0.36600000,35.16717752,0.37908493,0.01308493,21.00333894,2.74827266,130.84932212,1.08000000,-28.02443492,1.08040862,0.00040862,483.89437134,1.97730313,4.08622883,,
5,BCW,top,coarse,3,A2,200,4.335,,,,,,,,,10,EliseLabRootsTray3_2.raw,6.44,8.04,6.25,-24.65,4.335,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.08114897,1.98900496,1.87194850,45.88246729,24.51053934,12.48527781,-27.25162659,0.36600000,12.48527781,0.37080947,0.00480947,18.71948497,0.90030874,48.09473870,1.08000000,-27.25162659,1.08125836,0.00125836,458.82467293,5.77365255,12.58357034,,
5,BCW,middle,fine,3,A3,201,4.257,,,,,,,,,11,EliseLabRootsTray3_3.raw,4.86,149.64,6.24,-24.37,4.257,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.06124085,1.98552229,1.43859173,46.64135054,32.42153382,154.08652529,-26.97444803,0.36600000,154.08652529,0.42245000,0.05645000,14.38591733,8.12084969,564.49995514,1.08000000,-26.97444803,1.08156312,0.00156312,466.41350536,7.29061472,15.63122558,,
5,BCW,middle,coarse,3,A4,202,4.228,,,,,,,,,12,EliseLabRootsTray3_4.raw,3.52,-5.65,5.99,-24.79,4.228,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.04440362,1.90518387,1.05022744,45.06111333,42.90605198,-1.20221545,-27.38869703,0.36600000,-1.20221545,0.36581495,-0.00018505,10.50227445,-0.01943482,-1.85053480,1.08000000,-27.38869703,1.08110764,0.00110764,450.61113330,4.99116532,11.07643587,,
5,BCW,bottom,fine,3,A5,203,4.513,,,,,,,,,13,EliseLabRootsTray3_5.raw,5.30,-7.80,6.04,-24.72,4.513,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.06677101,1.92257573,1.47952609,42.60083593,28.79356855,-3.35808607,-27.31919975,0.36600000,-3.35808607,0.36502823,-0.00097177,14.79526091,-0.14377593,-9.71770184,1.08000000,-27.31919975,1.08118406,0.00118406,426.00835927,5.04418683,11.84058180,,
5,BCW,bottom,coarse,3,A6,204,4.33,,,,,,,,,14,EliseLabRootsTray3_6.raw,3.72,-7.20,5.91,-24.35,4.33,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.04689451,1.87837445,1.08301419,43.38047218,40.05531276,-2.75638309,-26.95044916,0.36600000,-2.75638309,0.36524780,-0.00075220,10.83014192,-0.08146395,-7.52196491,1.08000000,-26.95044916,1.08158951,0.00158951,433.80472181,6.89536901,15.89509904,,
5,BUD,top,fine,3,A7,205,4.293,,,,,,,,,15,EliseLabRootsTray3_7.raw,5.21,295.78,5.92,-21.91,4.293,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.06563651,1.88455539,1.52891940,43.89833190,28.71199880,300.22196128,-24.51463043,0.36600000,300.22196128,0.47568799,0.10968799,15.28919397,16.77040911,1096.87987086,1.08000000,-24.51463043,1.08426768,0.00426768,438.98331896,18.73439491,42.67678087,,
5,BUD,top,coarse,3,A8,206,4.92,,,,,,,,,16,EliseLabRootsTray3_8.raw,4.49,1568.88,6.71,-3.59,4.92,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.05651422,2.13354891,1.14866299,43.36481520,37.75242649,1573.32759534,-6.19798925,0.36600000,1573.32759534,0.93709077,0.57109077,11.48662993,65.59908274,5710.90765001,1.08000000,-6.19798925,1.10440207,0.02440207,433.64815202,105.81913204,244.02071483,,
5,BUD,middle,fine,3,A9,207,4.303,,,,,,,,,17,EliseLabRootsTray3_9.raw,4.02,724.19,5.63,-16.53,4.303,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.05061961,1.78952117,1.17637960,41.58775657,35.35232711,728.63412088,-19.13608521,0.36600000,728.63412088,0.63143348,0.26543348,11.76379604,31.22505375,2654.33484628,1.08000000,-19.13608521,1.09018084,0.01018084,415.87756569,42.33984159,101.80842893,,
5,BUD,middle,coarse,3,A10,208,4.444,,,,,,,,,18,EliseLabRootsTray3_10.raw,4.20,341.30,5.88,-20.09,4.444,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.05296628,1.86980408,1.19186050,42.07479930,35.30178171,345.74208512,-22.68887360,0.36600000,345.74208512,0.49225961,0.12625961,11.91860503,15.04838397,1262.59607856,1.08000000,-22.68887360,1.08627499,0.00627499,420.74799299,26.40190188,62.74991758,,
5,BUD,bottom,fine,3,A11,209,4.058,,,,,,,,,19,EliseLabRootsTray3_11.raw,3.19,-7.18,5.18,-25.14,4.058,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.04023736,1.64783501,0.99155638,40.60707269,40.95286291,-2.73847693,-27.74768143,0.36600000,-2.73847693,0.36525434,-0.00074566,9.91556385,-0.07393661,-7.45662179,1.08000000,-27.74768143,1.08071293,0.00071293,406.07072692,2.89498487,7.12926266,,
5,BUW,top,fine,3,A12,211,4.385,,,,,,,,,20,EliseLabRootsTray3_12.raw,4.68,542.91,5.92,-19.24,4.385,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.05900068,1.88443340,1.34551143,42.97453602,31.93918306,547.35622957,-21.84125911,0.36600000,547.35622957,0.56559102,0.19959102,13.45511435,26.85520026,1995.91022160,1.08000000,-21.84125911,1.08720687,0.00720687,429.74536017,30.97117658,72.06867008,,
,,,,,,,,PEACH,,,,,,,,21,peach 2125u.raw,7.87,-3.04,4.97,-23.17,3.38,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.09909875,1.58091864,2.93625938,46.84203371,15.95296181,1.40727301,-25.77160151,0.36600000,1.40727301,0.36676718,0.00076718,29.36259377,0.22526397,7.67180069,1.08000000,-25.77160151,1.08288566,0.00288566,468.42033707,13.51703694,28.85663979,,
5,BUW,top,coarse,3,B1,212,4.235,,,,,,,,,22,EliseLabRootsTray3_13.raw,4.66,600.79,5.76,-16.41,4.235,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.05873907,1.83066712,1.38699095,43.22708670,31.16609138,605.23243055,-19.01710447,0.36600000,605.23243055,0.58662188,0.22062188,13.86990950,30.60005550,2206.21882876,1.08000000,-19.01710447,1.09031164,0.01031164,432.27086698,44.57422495,103.11642157,,
5,BUW,middle,fine,3,B2,213,4.372,,,,,,,,,23,EliseLabRootsTray3_14.raw,4.31,675.95,5.29,-17.43,4.372,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.05428002,1.68105869,1.24153759,38.45056475,30.97011717,680.39464455,-20.03362000,0.36600000,680.39464455,0.61392080,0.24792080,12.41537594,30.78029964,2479.20802294,1.08000000,-20.03362000,1.08919414,0.00919414,384.50564754,35.35200135,91.94143592,,
5,BUW,middle,coarse,3,B3,214,4.35,,,,,,,,,24,EliseLabRootsTray3_15.raw,3.32,194.92,5.57,-22.97,4.35,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.04181057,1.77228581,0.96116250,40.74220246,42.38846434,199.36586501,-25.57401434,0.36600000,199.36586501,0.43895161,0.07295161,9.61162503,7.01183538,729.51611859,1.08000000,-25.57401434,1.08310291,0.00310291,407.42202461,12.64193716,31.02909610,,
5,BUW,bottom,fine,3,B4,215,4.157,,,,,,,,,25,EliseLabRootsTray3_16.raw,2.96,-5.62,5.49,-24.43,4.157,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.03727591,1.74510804,0.89670217,41.97998661,46.81597552,-1.17879094,-27.02875250,0.36600000,-1.17879094,0.36582349,-0.00017651,8.96702165,-0.01582729,-1.76505517,1.08000000,-27.02875250,1.08150341,0.00150341,419.79986613,6.31132762,15.03413443,,
5,BUW,bottom,coarse,3,B5,216,4.225,,,,,,,,,26,EliseLabRootsTray3_17.raw,2.53,-5.32,5.51,-24.32,4.225,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.03193114,1.75126020,0.75576665,41.44994556,54.84489874,-0.87826863,-26.92334033,0.36600000,-0.87826863,0.36593316,-0.00006684,7.55766653,-0.00505158,-0.66840421,1.08000000,-26.92334033,1.08161932,0.00161932,414.49945563,6.71205887,16.19316692,,
